annee_de_deces;region_de_domicile;classe_d_age_de_10_ans;sexe;cause_initiale_de_deces;effectif_de_deces
2021;1;45-54;Femmes;7. Maladies de l’appareil circulatoire;7
2022;1;45-54;Femmes;7. Maladies de l’appareil circulatoire;13
2019;2;45-54;Femmes;7. Maladies de l’appareil circulatoire;10
2020;2;45-54;Femmes;7. Maladies de l’appareil circulatoire;10
2021;2;45-54;Femmes;7. Maladies de l’appareil circulatoire;14
2022;2;45-54;Femmes;7. Maladies de l’appareil circulatoire;12
2019;3;45-54;Femmes;7. Maladies de l’appareil circulatoire;4
2020;3;45-54;Femmes;7. Maladies de l’appareil circulatoire;8
2021;3;45-54;Femmes;7. Maladies de l’appareil circulatoire;6
2022;3;45-54;Femmes;7. Maladies de l’appareil circulatoire;6
2019;4;45-54;Femmes;7. Maladies de l’appareil circulatoire;13
2020;4;45-54;Femmes;7. Maladies de l’appareil circulatoire;19
2021;4;45-54;Femmes;7. Maladies de l’appareil circulatoire;18
2022;4;45-54;Femmes;7. Maladies de l’appareil circulatoire;12
2019;6;45-54;Femmes;7. Maladies de l’appareil circulatoire;8
2020;6;45-54;Femmes;7. Maladies de l’appareil circulatoire;8
2021;6;45-54;Femmes;7. Maladies de l’appareil circulatoire;10
2022;6;45-54;Femmes;7. Maladies de l’appareil circulatoire;10
2019;11;45-54;Femmes;7. Maladies de l’appareil circulatoire;125
2020;11;45-54;Femmes;7. Maladies de l’appareil circulatoire;154
2021;11;45-54;Femmes;7. Maladies de l’appareil circulatoire;147
2022;11;45-54;Femmes;7. Maladies de l’appareil circulatoire;132
2019;24;45-54;Femmes;7. Maladies de l’appareil circulatoire;32
2020;24;45-54;Femmes;7. Maladies de l’appareil circulatoire;27
2021;24;45-54;Femmes;7. Maladies de l’appareil circulatoire;20
2022;24;45-54;Femmes;7. Maladies de l’appareil circulatoire;30
2019;27;45-54;Femmes;7. Maladies de l’appareil circulatoire;27
2020;27;45-54;Femmes;7. Maladies de l’appareil circulatoire;36
2021;27;45-54;Femmes;7. Maladies de l’appareil circulatoire;40
2022;27;45-54;Femmes;7. Maladies de l’appareil circulatoire;35
2019;28;45-54;Femmes;7. Maladies de l’appareil circulatoire;47
2020;28;45-54;Femmes;7. Maladies de l’appareil circulatoire;37
2021;28;45-54;Femmes;7. Maladies de l’appareil circulatoire;57
2022;28;45-54;Femmes;7. Maladies de l’appareil circulatoire;44
2019;32;45-54;Femmes;7. Maladies de l’appareil circulatoire;82
2020;32;45-54;Femmes;7. Maladies de l’appareil circulatoire;103
2021;32;45-54;Femmes;7. Maladies de l’appareil circulatoire;90
2022;32;45-54;Femmes;7. Maladies de l’appareil circulatoire;65
2019;44;45-54;Femmes;7. Maladies de l’appareil circulatoire;74
2020;44;45-54;Femmes;7. Maladies de l’appareil circulatoire;67
2021;44;45-54;Femmes;7. Maladies de l’appareil circulatoire;64
2022;44;45-54;Femmes;7. Maladies de l’appareil circulatoire;71
2019;52;45-54;Femmes;7. Maladies de l’appareil circulatoire;46
2020;52;45-54;Femmes;7. Maladies de l’appareil circulatoire;41
2021;52;45-54;Femmes;7. Maladies de l’appareil circulatoire;38
2022;52;45-54;Femmes;7. Maladies de l’appareil circulatoire;36
2019;53;45-54;Femmes;7. Maladies de l’appareil circulatoire;43
2020;53;45-54;Femmes;7. Maladies de l’appareil circulatoire;25
2021;53;45-54;Femmes;7. Maladies de l’appareil circulatoire;39
2022;53;45-54;Femmes;7. Maladies de l’appareil circulatoire;30
2019;75;45-54;Femmes;7. Maladies de l’appareil circulatoire;74
2020;75;45-54;Femmes;7. Maladies de l’appareil circulatoire;66
2021;75;45-54;Femmes;7. Maladies de l’appareil circulatoire;64
2022;75;45-54;Femmes;7. Maladies de l’appareil circulatoire;66
2019;76;45-54;Femmes;7. Maladies de l’appareil circulatoire;68
2020;76;45-54;Femmes;7. Maladies de l’appareil circulatoire;52
2021;76;45-54;Femmes;7. Maladies de l’appareil circulatoire;58
2022;76;45-54;Femmes;7. Maladies de l’appareil circulatoire;71
2019;84;45-54;Femmes;7. Maladies de l’appareil circulatoire;63
2020;84;45-54;Femmes;7. Maladies de l’appareil circulatoire;84
2021;84;45-54;Femmes;7. Maladies de l’appareil circulatoire;70
2022;84;45-54;Femmes;7. Maladies de l’appareil circulatoire;68
2019;93;45-54;Femmes;7. Maladies de l’appareil circulatoire;47
2020;93;45-54;Femmes;7. Maladies de l’appareil circulatoire;55
2021;93;45-54;Femmes;7. Maladies de l’appareil circulatoire;51
2022;93;45-54;Femmes;7. Maladies de l’appareil circulatoire;53
2019;94;45-54;Femmes;7. Maladies de l’appareil circulatoire;1
2020;94;45-54;Femmes;7. Maladies de l’appareil circulatoire;2
2021;94;45-54;Femmes;7. Maladies de l’appareil circulatoire;4
2022;94;45-54;Femmes;7. Maladies de l’appareil circulatoire;7
2019;1;55-64;Femmes;7. Maladies de l’appareil circulatoire;25
2020;1;55-64;Femmes;7. Maladies de l’appareil circulatoire;28
2021;1;55-64;Femmes;7. Maladies de l’appareil circulatoire;22
2022;1;55-64;Femmes;7. Maladies de l’appareil circulatoire;27
2019;2;55-64;Femmes;7. Maladies de l’appareil circulatoire;19
2020;2;55-64;Femmes;7. Maladies de l’appareil circulatoire;13
2021;2;55-64;Femmes;7. Maladies de l’appareil circulatoire;22
2022;2;55-64;Femmes;7. Maladies de l’appareil circulatoire;12
2019;3;55-64;Femmes;7. Maladies de l’appareil circulatoire;8
2020;3;55-64;Femmes;7. Maladies de l’appareil circulatoire;7
2021;3;55-64;Femmes;7. Maladies de l’appareil circulatoire;13
2022;3;55-64;Femmes;7. Maladies de l’appareil circulatoire;11
2019;4;55-64;Femmes;7. Maladies de l’appareil circulatoire;47
2020;4;55-64;Femmes;7. Maladies de l’appareil circulatoire;40
2021;4;55-64;Femmes;7. Maladies de l’appareil circulatoire;39
2022;4;55-64;Femmes;7. Maladies de l’appareil circulatoire;38
2019;6;55-64;Femmes;7. Maladies de l’appareil circulatoire;10
2020;6;55-64;Femmes;7. Maladies de l’appareil circulatoire;10
2021;6;55-64;Femmes;7. Maladies de l’appareil circulatoire;14
2022;6;55-64;Femmes;7. Maladies de l’appareil circulatoire;16
2019;11;55-64;Femmes;7. Maladies de l’appareil circulatoire;311
2020;11;55-64;Femmes;7. Maladies de l’appareil circulatoire;318
2021;11;55-64;Femmes;7. Maladies de l’appareil circulatoire;298
2022;11;55-64;Femmes;7. Maladies de l’appareil circulatoire;303
2019;24;55-64;Femmes;7. Maladies de l’appareil circulatoire;84
2020;24;55-64;Femmes;7. Maladies de l’appareil circulatoire;81
2021;24;55-64;Femmes;7. Maladies de l’appareil circulatoire;84
2022;24;55-64;Femmes;7. Maladies de l’appareil circulatoire;76
2019;27;55-64;Femmes;7. Maladies de l’appareil circulatoire;98
2020;27;55-64;Femmes;7. Maladies de l’appareil circulatoire;100
2021;27;55-64;Femmes;7. Maladies de l’appareil circulatoire;90
2022;27;55-64;Femmes;7. Maladies de l’appareil circulatoire;95
2019;28;55-64;Femmes;7. Maladies de l’appareil circulatoire;128
2020;28;55-64;Femmes;7. Maladies de l’appareil circulatoire;123
2021;28;55-64;Femmes;7. Maladies de l’appareil circulatoire;122
2022;28;55-64;Femmes;7. Maladies de l’appareil circulatoire;119
2019;32;55-64;Femmes;7. Maladies de l’appareil circulatoire;221
2020;32;55-64;Femmes;7. Maladies de l’appareil circulatoire;222
2021;32;55-64;Femmes;7. Maladies de l’appareil circulatoire;236
2022;32;55-64;Femmes;7. Maladies de l’appareil circulatoire;228
2019;44;55-64;Femmes;7. Maladies de l’appareil circulatoire;172
2020;44;55-64;Femmes;7. Maladies de l’appareil circulatoire;172
2021;44;55-64;Femmes;7. Maladies de l’appareil circulatoire;190
2022;44;55-64;Femmes;7. Maladies de l’appareil circulatoire;198
2019;52;55-64;Femmes;7. Maladies de l’appareil circulatoire;82
2020;52;55-64;Femmes;7. Maladies de l’appareil circulatoire;111
2021;52;55-64;Femmes;7. Maladies de l’appareil circulatoire;85
2022;52;55-64;Femmes;7. Maladies de l’appareil circulatoire;95
2019;53;55-64;Femmes;7. Maladies de l’appareil circulatoire;77
2020;53;55-64;Femmes;7. Maladies de l’appareil circulatoire;95
2021;53;55-64;Femmes;7. Maladies de l’appareil circulatoire;75
2022;53;55-64;Femmes;7. Maladies de l’appareil circulatoire;96
2019;75;55-64;Femmes;7. Maladies de l’appareil circulatoire;183
2020;75;55-64;Femmes;7. Maladies de l’appareil circulatoire;132
2021;75;55-64;Femmes;7. Maladies de l’appareil circulatoire;167
2022;75;55-64;Femmes;7. Maladies de l’appareil circulatoire;186
2019;76;55-64;Femmes;7. Maladies de l’appareil circulatoire;154
2020;76;55-64;Femmes;7. Maladies de l’appareil circulatoire;177
2021;76;55-64;Femmes;7. Maladies de l’appareil circulatoire;163
2022;76;55-64;Femmes;7. Maladies de l’appareil circulatoire;181
2019;84;55-64;Femmes;7. Maladies de l’appareil circulatoire;179
2020;84;55-64;Femmes;7. Maladies de l’appareil circulatoire;169
2021;84;55-64;Femmes;7. Maladies de l’appareil circulatoire;175
2022;84;55-64;Femmes;7. Maladies de l’appareil circulatoire;187
2019;93;55-64;Femmes;7. Maladies de l’appareil circulatoire;162
2020;93;55-64;Femmes;7. Maladies de l’appareil circulatoire;135
2021;93;55-64;Femmes;7. Maladies de l’appareil circulatoire;117
2022;93;55-64;Femmes;7. Maladies de l’appareil circulatoire;129
2019;94;55-64;Femmes;7. Maladies de l’appareil circulatoire;11
2020;94;55-64;Femmes;7. Maladies de l’appareil circulatoire;8
2021;94;55-64;Femmes;7. Maladies de l’appareil circulatoire;7
2022;94;55-64;Femmes;7. Maladies de l’appareil circulatoire;11
2019;1;65-74;Femmes;7. Maladies de l’appareil circulatoire;45
2020;1;65-74;Femmes;7. Maladies de l’appareil circulatoire;35
2021;1;65-74;Femmes;7. Maladies de l’appareil circulatoire;32
2022;1;65-74;Femmes;7. Maladies de l’appareil circulatoire;47
2019;2;65-74;Femmes;7. Maladies de l’appareil circulatoire;38
2020;2;65-74;Femmes;7. Maladies de l’appareil circulatoire;41
2021;2;65-74;Femmes;7. Maladies de l’appareil circulatoire;47
2022;2;65-74;Femmes;7. Maladies de l’appareil circulatoire;48
2019;3;65-74;Femmes;7. Maladies de l’appareil circulatoire;16
2020;3;65-74;Femmes;7. Maladies de l’appareil circulatoire;14
2021;3;65-74;Femmes;7. Maladies de l’appareil circulatoire;17
2022;3;65-74;Femmes;7. Maladies de l’appareil circulatoire;19
2019;4;65-74;Femmes;7. Maladies de l’appareil circulatoire;89
2020;4;65-74;Femmes;7. Maladies de l’appareil circulatoire;84
2021;4;65-74;Femmes;7. Maladies de l’appareil circulatoire;66
2022;4;65-74;Femmes;7. Maladies de l’appareil circulatoire;95
2019;6;65-74;Femmes;7. Maladies de l’appareil circulatoire;15
2020;6;65-74;Femmes;7. Maladies de l’appareil circulatoire;28
2021;6;65-74;Femmes;7. Maladies de l’appareil circulatoire;22
2022;6;65-74;Femmes;7. Maladies de l’appareil circulatoire;25
2019;11;65-74;Femmes;7. Maladies de l’appareil circulatoire;644
2020;11;65-74;Femmes;7. Maladies de l’appareil circulatoire;673
2021;11;65-74;Femmes;7. Maladies de l’appareil circulatoire;720
2022;11;65-74;Femmes;7. Maladies de l’appareil circulatoire;673
2019;24;65-74;Femmes;7. Maladies de l’appareil circulatoire;202
2020;24;65-74;Femmes;7. Maladies de l’appareil circulatoire;203
2021;24;65-74;Femmes;7. Maladies de l’appareil circulatoire;215
2022;24;65-74;Femmes;7. Maladies de l’appareil circulatoire;225
2019;27;65-74;Femmes;7. Maladies de l’appareil circulatoire;240
2020;27;65-74;Femmes;7. Maladies de l’appareil circulatoire;221
2021;27;65-74;Femmes;7. Maladies de l’appareil circulatoire;252
2022;27;65-74;Femmes;7. Maladies de l’appareil circulatoire;262
2019;28;65-74;Femmes;7. Maladies de l’appareil circulatoire;250
2020;28;65-74;Femmes;7. Maladies de l’appareil circulatoire;276
2021;28;65-74;Femmes;7. Maladies de l’appareil circulatoire;308
2022;28;65-74;Femmes;7. Maladies de l’appareil circulatoire;318
2019;32;65-74;Femmes;7. Maladies de l’appareil circulatoire;546
2020;32;65-74;Femmes;7. Maladies de l’appareil circulatoire;615
2021;32;65-74;Femmes;7. Maladies de l’appareil circulatoire;616
2022;32;65-74;Femmes;7. Maladies de l’appareil circulatoire;669
2019;44;65-74;Femmes;7. Maladies de l’appareil circulatoire;445
2020;44;65-74;Femmes;7. Maladies de l’appareil circulatoire;456
2021;44;65-74;Femmes;7. Maladies de l’appareil circulatoire;487
2022;44;65-74;Femmes;7. Maladies de l’appareil circulatoire;480
2019;52;65-74;Femmes;7. Maladies de l’appareil circulatoire;206
2020;52;65-74;Femmes;7. Maladies de l’appareil circulatoire;236
2021;52;65-74;Femmes;7. Maladies de l’appareil circulatoire;258
2022;52;65-74;Femmes;7. Maladies de l’appareil circulatoire;283
2019;53;65-74;Femmes;7. Maladies de l’appareil circulatoire;263
2020;53;65-74;Femmes;7. Maladies de l’appareil circulatoire;231
2021;53;65-74;Femmes;7. Maladies de l’appareil circulatoire;237
2022;53;65-74;Femmes;7. Maladies de l’appareil circulatoire;251
2019;75;65-74;Femmes;7. Maladies de l’appareil circulatoire;481
2020;75;65-74;Femmes;7. Maladies de l’appareil circulatoire;456
2021;75;65-74;Femmes;7. Maladies de l’appareil circulatoire;489
2022;75;65-74;Femmes;7. Maladies de l’appareil circulatoire;521
2019;76;65-74;Femmes;7. Maladies de l’appareil circulatoire;416
2020;76;65-74;Femmes;7. Maladies de l’appareil circulatoire;462
2021;76;65-74;Femmes;7. Maladies de l’appareil circulatoire;454
2022;76;65-74;Femmes;7. Maladies de l’appareil circulatoire;523
2019;84;65-74;Femmes;7. Maladies de l’appareil circulatoire;538
2020;84;65-74;Femmes;7. Maladies de l’appareil circulatoire;531
2021;84;65-74;Femmes;7. Maladies de l’appareil circulatoire;525
2022;84;65-74;Femmes;7. Maladies de l’appareil circulatoire;559
2019;93;65-74;Femmes;7. Maladies de l’appareil circulatoire;379
2020;93;65-74;Femmes;7. Maladies de l’appareil circulatoire;406
2021;93;65-74;Femmes;7. Maladies de l’appareil circulatoire;402
2022;93;65-74;Femmes;7. Maladies de l’appareil circulatoire;408
2019;94;65-74;Femmes;7. Maladies de l’appareil circulatoire;22
2020;94;65-74;Femmes;7. Maladies de l’appareil circulatoire;29
2021;94;65-74;Femmes;7. Maladies de l’appareil circulatoire;32
2022;94;65-74;Femmes;7. Maladies de l’appareil circulatoire;33
2019;1;75-84;Femmes;7. Maladies de l’appareil circulatoire;96
2020;1;75-84;Femmes;7. Maladies de l’appareil circulatoire;110
2021;1;75-84;Femmes;7. Maladies de l’appareil circulatoire;89
2022;1;75-84;Femmes;7. Maladies de l’appareil circulatoire;100
2019;2;75-84;Femmes;7. Maladies de l’appareil circulatoire;119
2020;2;75-84;Femmes;7. Maladies de l’appareil circulatoire;89
2021;2;75-84;Femmes;7. Maladies de l’appareil circulatoire;90
2022;2;75-84;Femmes;7. Maladies de l’appareil circulatoire;84
2019;3;75-84;Femmes;7. Maladies de l’appareil circulatoire;22
2020;3;75-84;Femmes;7. Maladies de l’appareil circulatoire;20
2021;3;75-84;Femmes;7. Maladies de l’appareil circulatoire;21
2022;3;75-84;Femmes;7. Maladies de l’appareil circulatoire;31
2019;4;75-84;Femmes;7. Maladies de l’appareil circulatoire;171
2020;4;75-84;Femmes;7. Maladies de l’appareil circulatoire;158
2021;4;75-84;Femmes;7. Maladies de l’appareil circulatoire;154
2022;4;75-84;Femmes;7. Maladies de l’appareil circulatoire;170
2019;6;75-84;Femmes;7. Maladies de l’appareil circulatoire;15
2020;6;75-84;Femmes;7. Maladies de l’appareil circulatoire;20
2021;6;75-84;Femmes;7. Maladies de l’appareil circulatoire;23
2022;6;75-84;Femmes;7. Maladies de l’appareil circulatoire;26
2019;11;75-84;Femmes;7. Maladies de l’appareil circulatoire;1436
2020;11;75-84;Femmes;7. Maladies de l’appareil circulatoire;1392
2021;11;75-84;Femmes;7. Maladies de l’appareil circulatoire;1446
2022;11;75-84;Femmes;7. Maladies de l’appareil circulatoire;1516
2019;24;75-84;Femmes;7. Maladies de l’appareil circulatoire;552
2020;24;75-84;Femmes;7. Maladies de l’appareil circulatoire;523
2021;24;75-84;Femmes;7. Maladies de l’appareil circulatoire;549
2022;24;75-84;Femmes;7. Maladies de l’appareil circulatoire;513
2019;27;75-84;Femmes;7. Maladies de l’appareil circulatoire;681
2020;27;75-84;Femmes;7. Maladies de l’appareil circulatoire;615
2021;27;75-84;Femmes;7. Maladies de l’appareil circulatoire;640
2022;27;75-84;Femmes;7. Maladies de l’appareil circulatoire;604
2019;28;75-84;Femmes;7. Maladies de l’appareil circulatoire;755
2020;28;75-84;Femmes;7. Maladies de l’appareil circulatoire;701
2021;28;75-84;Femmes;7. Maladies de l’appareil circulatoire;739
2022;28;75-84;Femmes;7. Maladies de l’appareil circulatoire;779
2019;32;75-84;Femmes;7. Maladies de l’appareil circulatoire;1374
2020;32;75-84;Femmes;7. Maladies de l’appareil circulatoire;1248
2021;32;75-84;Femmes;7. Maladies de l’appareil circulatoire;1251
2022;32;75-84;Femmes;7. Maladies de l’appareil circulatoire;1250
2019;44;75-84;Femmes;7. Maladies de l’appareil circulatoire;1317
2020;44;75-84;Femmes;7. Maladies de l’appareil circulatoire;1124
2021;44;75-84;Femmes;7. Maladies de l’appareil circulatoire;1147
2022;44;75-84;Femmes;7. Maladies de l’appareil circulatoire;1202
2019;52;75-84;Femmes;7. Maladies de l’appareil circulatoire;716
2020;52;75-84;Femmes;7. Maladies de l’appareil circulatoire;669
2021;52;75-84;Femmes;7. Maladies de l’appareil circulatoire;730
2022;52;75-84;Femmes;7. Maladies de l’appareil circulatoire;715
2019;53;75-84;Femmes;7. Maladies de l’appareil circulatoire;882
2020;53;75-84;Femmes;7. Maladies de l’appareil circulatoire;753
2021;53;75-84;Femmes;7. Maladies de l’appareil circulatoire;792
2022;53;75-84;Femmes;7. Maladies de l’appareil circulatoire;752
2019;75;75-84;Femmes;7. Maladies de l’appareil circulatoire;1328
2020;75;75-84;Femmes;7. Maladies de l’appareil circulatoire;1249
2021;75;75-84;Femmes;7. Maladies de l’appareil circulatoire;1315
2022;75;75-84;Femmes;7. Maladies de l’appareil circulatoire;1317
2019;76;75-84;Femmes;7. Maladies de l’appareil circulatoire;1247
2020;76;75-84;Femmes;7. Maladies de l’appareil circulatoire;1161
2021;76;75-84;Femmes;7. Maladies de l’appareil circulatoire;1152
2022;76;75-84;Femmes;7. Maladies de l’appareil circulatoire;1203
2019;84;75-84;Femmes;7. Maladies de l’appareil circulatoire;1516
2020;84;75-84;Femmes;7. Maladies de l’appareil circulatoire;1388
2021;84;75-84;Femmes;7. Maladies de l’appareil circulatoire;1455
2022;84;75-84;Femmes;7. Maladies de l’appareil circulatoire;1451
2019;93;75-84;Femmes;7. Maladies de l’appareil circulatoire;1029
2020;93;75-84;Femmes;7. Maladies de l’appareil circulatoire;974
2021;93;75-84;Femmes;7. Maladies de l’appareil circulatoire;1030
2022;93;75-84;Femmes;7. Maladies de l’appareil circulatoire;1135
